UserID,UserName,Age,Gender,Email,AgeGroup,EnrollmentCount,LearnerSegment
U01496,katelynanderson,22,Female,erussell@gmail.com,18-25,13,Highly Active
U01497,ccrawford,35,Female,perryashley@gmail.com,26-35,13,Highly Active
U01498,joshuacastillo,15,Male,christopherperez@yahoo.com,<18,1,Single-course
U01499,morrisdaniel,30,Female,bobby50@yahoo.com,26-35,1,Single-course
U01500,lindsey29,15,Male,michellemejia@outlook.com,<18,13,Highly Active
U01501,dawnmccarty,23,Male,arianarobinson@hotmail.com,18-25,1,Single-course
U01502,stephen90,28,Female,mwilson@outlook.com,26-35,1,Single-course
U01503,julie92,30,Female,christopher75@yahoo.com,26-35,1,Single-course
U01504,qblack,31,Male,christophermartin@outlook.com,26-35,1,Single-course
U01505,haley15,35,Male,sandra88@hotmail.com,26-35,3,Moderate
U01506,nancy99,34,Male,wnelson@hotmail.com,26-35,15,Highly Active
U01507,aboyd,18,Female,dramos@yahoo.com,18-25,3,Moderate
U01508,ljohnson,34,Male,hannahcombs@yahoo.com,26-35,1,Single-course
U01509,benjamin24,15,Female,shannonross@outlook.com,<18,1,Single-course
U01510,reginald30,16,Female,masonamber@hotmail.com,<18,2,Moderate
U01511,garycarr,15,Male,victoria98@yahoo.com,<18,13,Highly Active
U01512,stevensexton,19,Male,stephen15@hotmail.com,18-25,12,Highly Active
U01513,valerieharmon,23,Male,hamiltonmaria@hotmail.com,18-25,1,Single-course
U01514,craig92,25,Male,daniel50@hotmail.com,18-25,1,Single-course
U01515,rossanthony,35,Female,coreyfowler@gmail.com,26-35,1,Single-course
U01516,daviddavis,19,Male,wchapman@gmail.com,18-25,1,Single-course
U01517,lindsaykelly,26,Male,kellymorgan@outlook.com,26-35,14,Highly Active
U01518,carolgamble,21,Male,gregg70@gmail.com,18-25,1,Single-course
U01519,christopher18,16,Male,holmesnatalie@hotmail.com,<18,2,Moderate
U01520,mhayes,26,Female,gilbert23@yahoo.com,26-35,1,Single-course
U01521,georgeerin,34,Female,owensara@hotmail.com,26-35,1,Single-course
U01522,vnelson,31,Female,robin05@gmail.com,26-35,14,Highly Active
U01523,egutierrez,16,Male,kimcolleen@yahoo.com,<18,1,Single-course
U01524,adam56,30,Female,othompson@outlook.com,26-35,1,Single-course
U01525,lisa07,32,Female,gstrickland@gmail.com,26-35,2,Moderate
U01526,jeremyarnold,20,Male,robert14@yahoo.com,18-25,12,Highly Active
U01527,lucas92,29,Female,gutierrezerin@hotmail.com,26-35,1,Single-course
U01528,thompsontammy,16,Male,tracy13@gmail.com,<18,14,Highly Active
U01529,wgraves,19,Female,barbara11@gmail.com,18-25,3,Moderate
U01530,qhorton,16,Male,diazbreanna@hotmail.com,<18,15,Highly Active
U01531,brianberry,30,Female,diazjessica@gmail.com,26-35,14,Highly Active
U01532,alexanderjacob,28,Female,brittanycampbell@gmail.com,26-35,1,Single-course
U01533,rebecca74,16,Female,christopher19@gmail.com,<18,3,Moderate
U01534,robertpeters,28,Male,annette96@hotmail.com,26-35,1,Single-course
U01535,khernandez,20,Male,simpsonmandy@yahoo.com,18-25,4,Moderate
U01536,guerrerotonya,33,Female,rachelvalencia@hotmail.com,26-35,12,Highly Active
U01537,qroberts,27,Female,vasquezkayla@hotmail.com,26-35,3,Moderate
U01538,thompsonjack,27,Female,schaeferkara@hotmail.com,26-35,1,Single-course
U01539,hmcdaniel,24,Female,murphyrebecca@outlook.com,18-25,1,Single-course
U01540,arroyojohn,30,Female,lopezaaron@hotmail.com,26-35,1,Single-course
U01541,barrerajohn,29,Female,erika24@gmail.com,26-35,4,Moderate
U01542,jsmith,18,Female,patriciasmith@hotmail.com,18-25,1,Single-course
U01543,smithjames,25,Female,teresa86@yahoo.com,18-25,16,Highly Active
U01544,cphillips,31,Female,debbieharris@yahoo.com,26-35,1,Single-course
U01545,ganderson,15,Female,vgreen@gmail.com,<18,1,Single-course
U01546,stefanie21,34,Male,dawnnunez@hotmail.com,26-35,1,Single-course
U01547,cookdesiree,17,Male,ofuentes@hotmail.com,<18,2,Moderate
U01548,travis26,35,Female,danielslisa@yahoo.com,26-35,1,Single-course
U01549,katherinerobertson,34,Female,zjohnson@outlook.com,26-35,1,Single-course
U01550,raymond40,16,Male,fwalker@yahoo.com,<18,1,Single-course
U01551,julian48,16,Male,bryanmorris@hotmail.com,<18,1,Single-course
U01552,krussell,32,Male,todd69@outlook.com,26-35,1,Single-course
U01553,melinda52,27,Male,dflynn@hotmail.com,26-35,15,Highly Active
U01554,smithcarl,20,Male,hernandezlisa@yahoo.com,18-25,4,Moderate
U01555,parkerrobert,23,Female,zachary80@yahoo.com,18-25,1,Single-course
U01556,benjamin25,23,Female,linda46@outlook.com,18-25,2,Moderate
U01557,rossdiane,17,Male,omacdonald@yahoo.com,<18,1,Single-course
U01558,deborah16,32,Male,sheila12@outlook.com,26-35,1,Single-course
U01559,brownthomas,19,Male,patrickgomez@hotmail.com,18-25,1,Single-course
U01560,vickibrown,24,Male,ghawkins@hotmail.com,18-25,1,Single-course
U01561,miranda44,32,Male,philipjohnson@yahoo.com,26-35,1,Single-course
U01562,crawfordmark,18,Female,lreese@yahoo.com,18-25,1,Single-course
U01563,tiffanylopez,35,Female,williamsrobert@yahoo.com,26-35,1,Single-course
U01564,vpena,28,Female,susan39@outlook.com,26-35,1,Single-course
U01565,daniellyons,32,Male,louisday@hotmail.com,26-35,1,Single-course
U01566,buckdenise,29,Male,chrisphelps@gmail.com,26-35,1,Single-course
U01567,olivia94,22,Male,odonnellcraig@yahoo.com,18-25,1,Single-course
U01568,maldonadoandrew,26,Female,tmorales@gmail.com,26-35,3,Moderate
U01569,laurasmith,35,Male,wfranco@yahoo.com,26-35,1,Single-course
U01570,smithmark,31,Male,robinirwin@hotmail.com,26-35,2,Moderate
U01571,nicolerobinson,19,Male,mary04@outlook.com,18-25,2,Moderate
U01572,harrisonstephen,29,Female,adam98@yahoo.com,26-35,1,Single-course
U01573,jenniferscott,18,Female,grayanne@gmail.com,18-25,2,Moderate
U01574,whitemercedes,17,Male,lamamber@gmail.com,<18,1,Single-course
U01575,richardsontammy,15,Female,millerrandy@hotmail.com,<18,13,Highly Active
U01576,charlessmith,35,Male,aaguilar@hotmail.com,26-35,2,Moderate
U01577,parkerkatelyn,30,Male,andersonlisa@yahoo.com,26-35,1,Single-course
U01578,talvarado,26,Male,valdezshannon@hotmail.com,26-35,15,Highly Active
U01579,clewis,31,Male,ashleyparker@gmail.com,26-35,1,Single-course
U01580,ryanmoreno,15,Female,bakeranne@hotmail.com,<18,2,Moderate
U01581,lori53,30,Male,kruiz@yahoo.com,26-35,2,Moderate
U01582,kingkristen,16,Male,morrisjennifer@hotmail.com,<18,1,Single-course
U01583,daniel76,30,Female,zcross@outlook.com,26-35,1,Single-course
U01584,steven45,32,Male,bradley75@outlook.com,26-35,1,Single-course
U01585,vclark,27,Male,brentbrooks@gmail.com,26-35,11,Highly Active
U01586,bobby05,27,Male,garrett72@hotmail.com,26-35,14,Highly Active
U01587,greg26,27,Male,evazquez@yahoo.com,26-35,2,Moderate
U01588,williamwalker,32,Male,nicolejohnson@outlook.com,26-35,1,Single-course
U01589,harristravis,16,Female,knightjanet@hotmail.com,<18,1,Single-course
U01590,erinjohnson,33,Male,cynthiaholland@hotmail.com,26-35,1,Single-course
U01591,robert84,32,Female,davisconnie@gmail.com,26-35,2,Moderate
U01592,travisweber,33,Male,raymond75@yahoo.com,26-35,4,Moderate
U01593,susan32,34,Male,derekmiller@gmail.com,26-35,1,Single-course
U01594,rking,35,Male,xbrown@hotmail.com,26-35,1,Single-course
U01595,ronaldperry,15,Male,wjackson@hotmail.com,<18,2,Moderate
U01596,yorkerica,22,Male,murrayjack@yahoo.com,18-25,2,Moderate
U01597,sarahhopkins,21,Female,nguyendonna@yahoo.com,18-25,1,Single-course
U01598,zlevine,30,Female,jessica13@gmail.com,26-35,1,Single-course
U01599,tracy23,29,Female,hcoleman@gmail.com,26-35,1,Single-course
U01600,sanderselizabeth,29,Female,anthony38@yahoo.com,26-35,1,Single-course
U01601,phall,23,Female,kathleensandoval@yahoo.com,18-25,2,Moderate
U01602,davisangel,31,Female,ballen@outlook.com,26-35,13,Highly Active
U01603,kennethmartinez,32,Male,bromero@outlook.com,26-35,2,Moderate
U01604,kevinmeza,31,Female,timothy98@yahoo.com,26-35,1,Single-course
U01605,acurtis,18,Male,arthur42@yahoo.com,18-25,1,Single-course
U01606,mdavies,17,Female,grosscharles@gmail.com,<18,1,Single-course
U01607,ryan98,25,Male,obaird@outlook.com,18-25,1,Single-course
U01608,debbie14,15,Female,watsonroger@outlook.com,<18,1,Single-course
U01609,jonesjoan,15,Male,tyler47@hotmail.com,<18,1,Single-course
U01610,kgarcia,31,Male,michael22@gmail.com,26-35,1,Single-course
U01611,sheilawilson,27,Male,jerrylynn@hotmail.com,26-35,1,Single-course
U01612,htaylor,29,Male,kristine84@outlook.com,26-35,1,Single-course
U01613,alex16,25,Male,rhodesjessica@outlook.com,18-25,1,Single-course
U01614,mcarpenter,17,Male,geoffrey77@hotmail.com,<18,1,Single-course
U01615,allisonpeters,29,Male,ndaniel@gmail.com,26-35,1,Single-course
U01616,lcalderon,20,Male,nataliemartin@gmail.com,18-25,1,Single-course
U01617,marquezedward,21,Male,brownbelinda@hotmail.com,18-25,1,Single-course
U01618,victoriawebster,15,Female,robertmccall@hotmail.com,<18,13,Highly Active
U01619,dbrown,20,Female,william74@hotmail.com,18-25,1,Single-course
U01620,dtorres,19,Female,donovankatherine@gmail.com,18-25,1,Single-course
U01621,kylebell,16,Female,amy94@gmail.com,<18,2,Moderate
U01622,scottkennedy,15,Female,christina10@hotmail.com,<18,1,Single-course
U01623,sarathomas,23,Male,garciasean@gmail.com,18-25,1,Single-course
U01624,markwells,34,Female,william38@hotmail.com,26-35,4,Moderate
U01625,taylorjoshua,33,Female,brittany29@outlook.com,26-35,3,Moderate
U01626,amythornton,26,Female,howardjennifer@yahoo.com,26-35,1,Single-course
U01627,collinslisa,23,Female,diazjessica@outlook.com,18-25,13,Highly Active
U01628,emilymartin,26,Male,martincynthia@gmail.com,26-35,14,Highly Active
U01629,hansondennis,28,Female,shannondelgado@hotmail.com,26-35,1,Single-course
U01630,laurie24,33,Male,fnichols@gmail.com,26-35,1,Single-course
U01631,aaron63,18,Female,gregorylarsen@hotmail.com,18-25,2,Moderate
U01632,ygarcia,21,Male,gouldphilip@yahoo.com,18-25,1,Single-course
U01633,randy38,34,Male,asimmons@hotmail.com,26-35,1,Single-course
U01634,kevin78,35,Male,victormiller@yahoo.com,26-35,1,Single-course
U01635,candrews,18,Female,collierjeremy@gmail.com,18-25,14,Highly Active
U01636,stevenknapp,19,Male,zadams@hotmail.com,18-25,1,Single-course
U01637,ferrellgeorge,30,Male,robertwade@yahoo.com,26-35,13,Highly Active
U01638,jonathan56,26,Male,leesavannah@yahoo.com,26-35,1,Single-course
U01639,ubridges,27,Male,seth87@hotmail.com,26-35,1,Single-course
U01640,taylorkimberly,23,Female,thomas13@yahoo.com,18-25,1,Single-course
U01641,bbowen,17,Male,qlewis@gmail.com,<18,1,Single-course
U01642,juliehernandez,26,Male,hnelson@outlook.com,26-35,1,Single-course
U01643,moorejulia,25,Male,englishjustin@yahoo.com,18-25,1,Single-course
U01644,katherine11,23,Male,awallace@outlook.com,18-25,3,Moderate
U01645,curtis73,19,Male,jbaker@hotmail.com,18-25,3,Moderate
U01646,wrojas,28,Female,daviddaugherty@outlook.com,26-35,1,Single-course
U01647,smithvincent,17,Female,kellyflores@hotmail.com,<18,13,Highly Active
U01648,mmosley,22,Female,jessica65@hotmail.com,18-25,4,Moderate
U01649,maryharris,35,Male,taylor63@outlook.com,26-35,13,Highly Active
U01650,bethpalmer,33,Male,tonyward@gmail.com,26-35,1,Single-course
U01651,anthonygomez,25,Female,ologan@yahoo.com,18-25,1,Single-course
U01652,markharper,35,Male,lisajones@yahoo.com,26-35,2,Moderate
U01653,richard46,21,Female,geraldbrown@outlook.com,18-25,1,Single-course
U01654,lori03,22,Female,parkmarisa@outlook.com,18-25,15,Highly Active
U01655,austinlee,23,Male,rodneyreed@hotmail.com,18-25,1,Single-course
U01656,norrisdakota,27,Male,saragross@outlook.com,26-35,12,Highly Active
U01657,lopezjesse,22,Female,sgreen@yahoo.com,18-25,1,Single-course
U01658,spencer81,31,Female,yyang@hotmail.com,26-35,1,Single-course
U01659,brendarodriguez,27,Female,williamsonwilliam@hotmail.com,26-35,3,Moderate
U01660,clinton81,25,Female,masoncynthia@gmail.com,18-25,2,Moderate
U01661,tracywilson,27,Female,cainangela@hotmail.com,26-35,1,Single-course
U01662,dustin08,28,Male,joseph90@yahoo.com,26-35,15,Highly Active
U01663,sandra93,28,Female,vbooth@gmail.com,26-35,2,Moderate
U01664,sara98,23,Female,rmayer@yahoo.com,18-25,2,Moderate
U01665,kimberly94,34,Female,melissa92@gmail.com,26-35,4,Moderate
U01666,fbarber,28,Female,donna63@hotmail.com,26-35,14,Highly Active
U01667,sandrastewart,23,Female,simpsondonald@yahoo.com,18-25,1,Single-course
U01668,alambert,27,Female,stephanievillarreal@yahoo.com,26-35,1,Single-course
U01669,julie64,30,Female,oramirez@outlook.com,26-35,2,Moderate
U01670,justin64,19,Male,bwilliamson@outlook.com,18-25,1,Single-course
U01671,apugh,25,Male,egreen@yahoo.com,18-25,15,Highly Active
U01672,carolynfriedman,15,Male,santosvictor@hotmail.com,<18,1,Single-course
U01673,francosusan,16,Male,nataliestrong@gmail.com,<18,1,Single-course
U01674,carl17,27,Female,kimberly19@yahoo.com,26-35,14,Highly Active
U01675,douglasthompson,17,Male,samantha32@yahoo.com,<18,1,Single-course
U01676,odunn,22,Male,kennethfloyd@yahoo.com,18-25,1,Single-course
U01677,mistypowell,22,Male,tammy35@yahoo.com,18-25,2,Moderate
U01678,christina89,31,Female,upierce@hotmail.com,26-35,1,Single-course
U01679,collinstracy,16,Female,wcarpenter@gmail.com,<18,1,Single-course
U01680,slynch,30,Male,chankayla@yahoo.com,26-35,1,Single-course
U01681,brownryan,33,Male,rthompson@hotmail.com,26-35,1,Single-course
U01682,josephbrown,21,Male,rogersmelissa@gmail.com,18-25,2,Moderate
U01683,christywoods,19,Female,powellandrew@gmail.com,18-25,1,Single-course
U01684,meganwhite,26,Female,bryan07@gmail.com,26-35,2,Moderate
U01685,jameslarson,26,Female,xvang@hotmail.com,26-35,1,Single-course
U01686,nathan53,32,Male,stacie37@yahoo.com,26-35,1,Single-course
U01687,dianaburnett,23,Female,cynthiahall@hotmail.com,18-25,2,Moderate
U01688,valeriegalvan,28,Female,millerzachary@gmail.com,26-35,2,Moderate
U01689,burnsjoel,30,Female,james38@outlook.com,26-35,1,Single-course
U01690,lori78,27,Male,ryandavila@yahoo.com,26-35,4,Moderate
U01691,morantoni,22,Male,tiffany52@gmail.com,18-25,1,Single-course
U01692,davidsonmark,26,Male,ofletcher@hotmail.com,26-35,12,Highly Active
U01693,samantha22,21,Male,aweeks@yahoo.com,18-25,2,Moderate
U01694,david68,35,Male,dianacordova@gmail.com,26-35,1,Single-course
U01695,christine15,32,Male,jvega@gmail.com,26-35,13,Highly Active
U01696,james12,31,Female,aguilarmelissa@gmail.com,26-35,2,Moderate
U01697,whicks,35,Male,connerjennifer@outlook.com,26-35,1,Single-course
U01698,billyrivera,28,Female,amberwalton@hotmail.com,26-35,1,Single-course
U01699,michael90,23,Female,evansdaniel@outlook.com,18-25,1,Single-course
U01700,pagemichelle,25,Female,costalori@hotmail.com,18-25,1,Single-course
U01701,tracy73,22,Male,jeannevargas@yahoo.com,18-25,1,Single-course
U01702,ronaldalexander,21,Female,jack38@gmail.com,18-25,14,Highly Active
U01703,hhogan,21,Male,conleyshawn@outlook.com,18-25,3,Moderate
U01704,ojohnston,30,Female,yvelasquez@hotmail.com,26-35,2,Moderate
U01705,riddleryan,28,Male,melissapierce@outlook.com,26-35,1,Single-course
U01706,zcarter,17,Female,wallacejoseph@hotmail.com,<18,1,Single-course
U01707,brettcampbell,32,Male,ypreston@outlook.com,26-35,3,Moderate
U01708,ymorton,22,Male,gibsonlori@hotmail.com,18-25,14,Highly Active
U01709,klandry,35,Female,smithlucas@gmail.com,26-35,1,Single-course
U01710,amandajackson,32,Male,johnsonwilliam@gmail.com,26-35,1,Single-course
U01711,kyleharris,15,Female,timothy04@gmail.com,<18,1,Single-course
U01712,millerkevin,30,Male,vrose@hotmail.com,26-35,1,Single-course
U01713,dholland,15,Male,alec88@gmail.com,<18,4,Moderate
U01714,patricia40,24,Female,hwebb@outlook.com,18-25,1,Single-course
U01715,edwardsjose,27,Male,vincent79@outlook.com,26-35,1,Single-course
U01716,asalinas,22,Female,michelle32@outlook.com,18-25,1,Single-course
U01717,heather15,20,Male,calebflores@hotmail.com,18-25,1,Single-course
U01718,michelledecker,23,Male,kevin26@yahoo.com,18-25,1,Single-course
U01719,ooliver,32,Female,reesekathy@outlook.com,26-35,1,Single-course
U01720,stoutaustin,21,Female,jeanne53@hotmail.com,18-25,15,Highly Active
U01721,lperry,15,Female,johnbarry@outlook.com,<18,10,Highly Active
U01722,dale82,30,Female,seanreynolds@outlook.com,26-35,1,Single-course
U01723,maryharrison,32,Female,stephaniedixon@outlook.com,26-35,1,Single-course
U01724,juan81,17,Male,scottmendoza@hotmail.com,<18,16,Highly Active
U01725,klinekevin,33,Male,wernerjonathan@hotmail.com,26-35,2,Moderate
U01726,qschwartz,32,Female,chelseycoleman@gmail.com,26-35,13,Highly Active
U01727,zachary70,15,Female,melindajones@outlook.com,<18,1,Single-course
U01728,lmclaughlin,33,Female,charlescooley@outlook.com,26-35,2,Moderate
U01729,michael78,29,Female,dwayne77@yahoo.com,26-35,15,Highly Active
U01730,blackkarl,27,Female,gbarton@yahoo.com,26-35,1,Single-course
U01731,andrewreed,28,Male,michaelbrown@hotmail.com,26-35,1,Single-course
U01732,xferrell,17,Female,woodjames@outlook.com,<18,2,Moderate
U01733,jeffreyprice,20,Female,bgreen@yahoo.com,18-25,4,Moderate
U01734,oortega,29,Male,tommy76@yahoo.com,26-35,3,Moderate
U01735,brentanderson,29,Male,alexisbird@gmail.com,26-35,1,Single-course
U01736,leah74,17,Male,mark33@yahoo.com,<18,1,Single-course
U01737,scottnelson,23,Male,daltonandrews@outlook.com,18-25,1,Single-course
U01738,aortiz,16,Female,qgraham@outlook.com,<18,1,Single-course
U01739,mauriceponce,19,Male,apalmer@hotmail.com,18-25,1,Single-course
U01740,johnbridges,20,Male,claudiafox@outlook.com,18-25,1,Single-course
U01741,uadams,30,Male,jonessteven@yahoo.com,26-35,2,Moderate
U01742,lyork,30,Female,psmith@yahoo.com,26-35,2,Moderate
U01743,mhunter,15,Male,wagnerjerry@yahoo.com,<18,1,Single-course
U01744,john10,22,Male,kingcourtney@yahoo.com,18-25,4,Moderate
U01745,jasonwatts,21,Female,wvilla@yahoo.com,18-25,13,Highly Active
U01746,jodiortega,24,Male,nathaniel40@outlook.com,18-25,14,Highly Active
U01747,kyle18,19,Female,derrickkelley@hotmail.com,18-25,4,Moderate
U01748,williamsadam,22,Male,joseph49@outlook.com,18-25,1,Single-course
U01749,fmiles,31,Female,james11@hotmail.com,26-35,1,Single-course
U01750,stephanieshaw,24,Male,victoria11@gmail.com,18-25,4,Moderate
U01751,mcbridepatrick,25,Female,brandon18@yahoo.com,18-25,1,Single-course
U01752,johnharris,34,Female,kimvincent@outlook.com,26-35,4,Moderate
U01753,kirbyelijah,17,Female,biancaarmstrong@yahoo.com,<18,1,Single-course
U01754,qdiaz,22,Male,henglish@yahoo.com,18-25,1,Single-course
U01755,andrewskelly,26,Female,michellereyes@outlook.com,26-35,1,Single-course
U01756,uortiz,21,Male,anita87@gmail.com,18-25,2,Moderate
U01757,ycarter,26,Female,mariah38@hotmail.com,26-35,1,Single-course
U01758,yhall,16,Female,anelson@yahoo.com,<18,1,Single-course
U01759,pwebster,21,Male,scott26@outlook.com,18-25,1,Single-course
U01760,eric06,19,Male,smoreno@gmail.com,18-25,1,Single-course
U01761,mark03,31,Male,gabriel32@yahoo.com,26-35,2,Moderate
U01762,dustin24,33,Male,reeveschristopher@yahoo.com,26-35,15,Highly Active
U01763,sharon32,24,Male,jimmy75@outlook.com,18-25,1,Single-course
U01764,cowanaustin,30,Male,gomezjennifer@hotmail.com,26-35,2,Moderate
U01765,patrick83,24,Female,lwilliamson@yahoo.com,18-25,1,Single-course
U01766,michaelmiller,33,Female,jamie43@hotmail.com,26-35,3,Moderate
U01767,thomas29,15,Female,housestephen@yahoo.com,<18,1,Single-course
U01768,turnercorey,26,Female,paul81@outlook.com,26-35,2,Moderate
U01769,khanrenee,15,Male,kirkwagner@gmail.com,<18,4,Moderate
U01770,daviselizabeth,22,Female,bryantmichael@outlook.com,18-25,2,Moderate
U01771,calebmorgan,21,Male,baileymax@gmail.com,18-25,3,Moderate
U01772,elizabethrodriguez,32,Female,uburns@outlook.com,26-35,1,Single-course
U01773,tanya67,17,Male,ernestgregory@outlook.com,<18,16,Highly Active
U01774,holly96,17,Male,stephen91@outlook.com,<18,1,Single-course
U01775,nancyhart,31,Female,carterlisa@outlook.com,26-35,2,Moderate
U01776,websterkaren,30,Female,robertclayton@hotmail.com,26-35,2,Moderate
U01777,justin83,27,Male,kimberly25@hotmail.com,26-35,1,Single-course
U01778,phillip31,24,Female,robertnavarro@outlook.com,18-25,2,Moderate
U01779,sarahtrujillo,31,Male,jeremy60@yahoo.com,26-35,1,Single-course
U01780,smithtimothy,27,Male,rblair@hotmail.com,26-35,1,Single-course
U01781,cortezmorgan,30,Male,lhuynh@gmail.com,26-35,1,Single-course
U01782,david48,17,Female,martinmatthew@yahoo.com,<18,1,Single-course
U01783,mcconnellerica,28,Male,ellismark@yahoo.com,26-35,3,Moderate
U01784,ccarr,32,Female,richardbarnes@gmail.com,26-35,1,Single-course
U01785,masonrachel,34,Female,feliciashannon@gmail.com,26-35,1,Single-course
U01786,joseph21,25,Female,michaeljimenez@hotmail.com,18-25,13,Highly Active
U01787,kristin95,30,Female,roybowen@outlook.com,26-35,2,Moderate
U01788,sayers,15,Male,francisdenise@gmail.com,<18,2,Moderate
U01789,rodriguezjacob,33,Female,bryandennis@hotmail.com,26-35,15,Highly Active
U01790,jerrydavidson,25,Male,salazarkyle@hotmail.com,18-25,1,Single-course
U01791,richardrandy,31,Female,reneecampbell@outlook.com,26-35,2,Moderate
U01792,charlottelewis,15,Male,zstewart@outlook.com,<18,1,Single-course
U01793,alexandrawright,30,Male,vasqueztristan@gmail.com,26-35,1,Single-course
U01794,mcbrideamy,26,Male,woodsamantha@outlook.com,26-35,1,Single-course
U01795,wtorres,15,Female,jessica84@outlook.com,<18,13,Highly Active
U01796,catherinegonzales,15,Male,paul98@hotmail.com,<18,1,Single-course
U01797,linda33,33,Male,adamlee@gmail.com,26-35,1,Single-course
U01798,gregoryjenkins,18,Male,vwolfe@yahoo.com,18-25,1,Single-course
U01799,jacobssusan,33,Female,kdaniels@hotmail.com,26-35,1,Single-course
U01800,melaniejacobson,25,Female,kimhoward@yahoo.com,18-25,2,Moderate
U01801,julialong,20,Male,dhernandez@gmail.com,18-25,1,Single-course
U01802,oharris,15,Female,kevin83@outlook.com,<18,1,Single-course
U01803,brett15,27,Female,susandavis@yahoo.com,26-35,3,Moderate
U01804,nicoletaylor,20,Female,whitecarol@hotmail.com,18-25,2,Moderate
U01805,bridget73,21,Male,swilson@outlook.com,18-25,15,Highly Active
U01806,hgomez,26,Male,annalee@gmail.com,26-35,1,Single-course
U01807,veronica27,31,Male,heather88@hotmail.com,26-35,2,Moderate
U01808,stephenwebster,15,Male,faulknergregory@gmail.com,<18,3,Moderate
U01809,alexanderyork,24,Female,sanchezmichelle@gmail.com,18-25,13,Highly Active
U01810,bridgetjohnson,15,Female,cgonzalez@outlook.com,<18,15,Highly Active
U01811,lauriejoyce,28,Female,tsparks@yahoo.com,26-35,1,Single-course
U01812,drussell,17,Male,vbernard@gmail.com,<18,15,Highly Active
U01813,williamstone,24,Female,amber77@yahoo.com,18-25,1,Single-course
U01814,gwilliams,17,Female,donaldconrad@hotmail.com,<18,3,Moderate
U01815,younggina,30,Male,kristineaton@hotmail.com,26-35,1,Single-course
U01816,dwayneatkins,21,Male,teresa09@outlook.com,18-25,2,Moderate
U01817,hillbrian,33,Male,cody19@yahoo.com,26-35,1,Single-course
U01818,samuel96,15,Male,leahlambert@gmail.com,<18,2,Moderate
U01819,kmontgomery,17,Male,qvelasquez@outlook.com,<18,1,Single-course
U01820,vmorrow,24,Male,douglas57@gmail.com,18-25,15,Highly Active
U01821,blankenshipmichael,22,Male,stephaniejohnston@outlook.com,18-25,1,Single-course
U01822,harriseric,22,Male,clee@yahoo.com,18-25,15,Highly Active
U01823,djarvis,22,Male,mahoneymichael@gmail.com,18-25,1,Single-course
U01824,austinbethany,20,Male,scott08@yahoo.com,18-25,1,Single-course
U01825,jeff93,25,Male,xchavez@gmail.com,18-25,14,Highly Active
U01826,jenniferfields,17,Male,bryantchristopher@outlook.com,<18,1,Single-course
U01827,mitchellmarsh,28,Male,robin95@outlook.com,26-35,1,Single-course
U01828,molly55,21,Male,stephanie34@hotmail.com,18-25,1,Single-course
U01829,walkerlisa,27,Male,deannaoconnor@yahoo.com,26-35,2,Moderate
U01830,james96,15,Male,gmedina@hotmail.com,<18,1,Single-course
U01831,eherrera,34,Female,perkinsedwin@yahoo.com,26-35,1,Single-course
U01832,rebecca57,24,Male,rosstammy@yahoo.com,18-25,1,Single-course
U01833,brittneyphillips,16,Male,mccoycraig@outlook.com,<18,2,Moderate
U01834,rebecca24,33,Female,sara87@outlook.com,26-35,1,Single-course
U01835,williamfranklin,27,Male,dylanvargas@hotmail.com,26-35,2,Moderate
U01836,daniel27,32,Female,eric61@hotmail.com,26-35,1,Single-course
U01837,ogutierrez,24,Female,omolina@yahoo.com,18-25,1,Single-course
U01838,haynesrobert,24,Male,lwebster@hotmail.com,18-25,2,Moderate
U01839,kmelton,22,Female,juliecombs@hotmail.com,18-25,1,Single-course
U01840,bradley44,35,Female,sharris@hotmail.com,26-35,14,Highly Active
U01841,jessicagonzalez,18,Female,jennifer41@outlook.com,18-25,1,Single-course
U01842,serranoandre,33,Female,john25@outlook.com,26-35,13,Highly Active
U01843,tiffany83,19,Female,jonathancarson@hotmail.com,18-25,1,Single-course
U01844,colemanmelissa,18,Female,isaac36@outlook.com,18-25,1,Single-course
U01845,andrewbell,17,Female,fosborne@gmail.com,<18,1,Single-course
U01846,kevinalexander,21,Female,campbelljames@hotmail.com,18-25,2,Moderate
U01847,ujohnson,18,Female,tbridges@yahoo.com,18-25,1,Single-course
U01848,jhoward,30,Female,msmith@gmail.com,26-35,1,Single-course
U01849,elizabethfloyd,23,Male,meganbenson@hotmail.com,18-25,1,Single-course
U01850,justin74,29,Female,lee01@gmail.com,26-35,3,Moderate
U01851,abarnes,20,Male,adavis@outlook.com,18-25,4,Moderate
U01852,schwartzgregory,19,Female,jacobslindsey@gmail.com,18-25,4,Moderate
U01853,boydsherry,31,Male,zhangtonya@outlook.com,26-35,1,Single-course
U01854,pruittdavid,16,Male,ryan07@gmail.com,<18,13,Highly Active
U01855,krichardson,15,Female,karen00@gmail.com,<18,1,Single-course
U01856,cohenlauren,27,Male,michaeljones@outlook.com,26-35,1,Single-course
U01857,aprilvincent,27,Female,briggssheila@outlook.com,26-35,2,Moderate
U01858,clarkebianca,34,Female,davidfitzpatrick@gmail.com,26-35,1,Single-course
U01859,thomas50,24,Female,dmiller@gmail.com,18-25,1,Single-course
U01860,bhardy,19,Male,kevin81@yahoo.com,18-25,3,Moderate
U01861,ddominguez,28,Female,wilsonlisa@outlook.com,26-35,2,Moderate
